guesses,clues,boards
"['wind', 'unicorn']",nature,"green: ['time', 'wind', 'mount', 'poison', 'genius', 'unicorn', 'cast', 'trip', 'bond'], black: ['lead', 'press', 'state'], tan: ['light', 'play', 'war', 'spring', 'disease', 'luck', 'mine', 'well', 'beat', 'king', 'check', 'sound', 'mass']"
"['disease', 'angel']",bone,"green: ['slip', 'cast', 'poison', 'disease', 'pass', 'cover'], black: ['spy', 'lap', 'part'], tan: ['well', 'degree', 'vacuum', 'mine', 'check', 'sound', 'switch', 'mount', 'roulette', 'angel', 'state', 'beat', 'contract']"
"['spy', 'plot']",traitor,"green: ['spy', 'king', 'ray', 'point', 'trip', 'cover', 'embassy', 'war', 'well'], black: ['time', 'club', 'mammoth'], tan: ['light', 'superhero', 'genius', 'boom', 'mass', 'plot', 'cold', 'death', 'round', 'comic', 'bond', 'disease', 'centaur']"
"['embassy', 'king']",diplomat,"green: ['king', 'point', 'trip', 'cover', 'embassy', 'well'], black: ['time', 'club', 'mammoth'], tan: ['light', 'superhero', 'genius', 'boom', 'mass', 'cold', 'death', 'round', 'comic', 'bond', 'disease', 'centaur']"
"['club', 'round']",golf,"green: ['spy', 'light', 'genius', 'mass', 'round', 'bond', 'club', 'war', 'well'], black: ['king', 'mammoth', 'disease'], tan: ['time', 'superhero', 'ray', 'point', 'boom', 'plot', 'cold', 'death', 'comic', 'trip', 'cover', 'embassy', 'centaur']"
"['light', 'ray']",bright,"green: ['light', 'genius', 'mass', 'bond', 'war', 'well'], black: ['king', 'mammoth', 'disease'], tan: ['time', 'superhero', 'ray', 'point', 'boom', 'plot', 'cold', 'death', 'comic', 'trip', 'cover', 'embassy', 'centaur']"
"['war', 'genius']",conflict,"green: ['genius', 'mass', 'bond', 'war', 'well'], black: ['king', 'mammoth', 'disease'], tan: ['time', 'superhero', 'point', 'boom', 'plot', 'cold', 'death', 'comic', 'trip', 'cover', 'embassy', 'centaur']"
"['mass', 'death']",catholic,"green: ['mass', 'bond'], black: ['king', 'mammoth', 'disease'], tan: ['time', 'superhero', 'point', 'boom', 'plot', 'cold', 'death', 'comic', 'trip', 'cover', 'embassy', 'centaur']"
"['spell', 'cover']",magic,"green: ['mammoth', 'witch', 'green', 'club', 'sub', 'spy', 'space', 'mass', 'spell'], black: ['pass', 'switch', 'capital'], tan: ['round', 'field', 'boom', 'state', 'life', 'pitch', 'revolution', 'match', 'genius', 'wake', 'cover', 'link', 'time']"
"['soul', 'date', 'mount']",mate,"green: ['fall', 'spell', 'lead', 'date', 'soul', 'leprechaun', 'genius', 'disease', 'mount'], black: ['agent', 'revolution', 'lap'], tan: ['trip', 'switch', 'racket', 'embassy', 'field', 'undertaker', 'cover', 'poison', 'ninja', 'time', 'march', 'club', 'roulette']"
"['fall', 'spell', 'poison']",love,"green: ['fall', 'spell', 'lead', 'leprechaun', 'genius', 'disease'], black: ['agent', 'revolution', 'lap'], tan: ['trip', 'switch', 'racket', 'embassy', 'field', 'undertaker', 'cover', 'poison', 'ninja', 'time', 'march', 'club', 'roulette']"
"['roulette', 'trip']",vegas,"green: ['racket', 'spell', 'undertaker', 'revolution', 'leprechaun', 'march', 'disease', 'club', 'roulette'], black: ['lead', 'agent', 'ninja'], tan: ['trip', 'switch', 'fall', 'date', 'embassy', 'field', 'cover', 'soul', 'poison', 'genius', 'time', 'mount', 'lap']"
"['disease', 'undertaker']",death,"green: ['racket', 'undertaker', 'revolution', 'march', 'disease', 'club'], black: ['lead', 'agent', 'ninja'], tan: ['switch', 'fall', 'date', 'embassy', 'field', 'cover', 'soul', 'poison', 'genius', 'time', 'mount', 'lap']"
"['revolution', 'march']",soldier,"green: ['racket', 'revolution', 'march'], black: ['lead', 'agent', 'ninja'], tan: ['switch', 'fall', 'date', 'embassy', 'field', 'cover', 'soul', 'poison', 'genius', 'time', 'mount', 'lap']"
"['fall', 'slip']",trip,"green: ['slip', 'part', 'revolution', 'date', 'fall', 'novel', 'capital', 'cold'], black: ['press', 'round', 'contract'], tan: ['scientist', 'cover', 'roulette', 'stock', 'strike', 'ray', 'ghost', 'pass', 'wind', 'charge', 'millionaire', 'beat', 'center']"
"['capital', 'revolution']",government,"green: ['part', 'revolution', 'date', 'novel', 'capital', 'cold'], black: ['press', 'round', 'contract'], tan: ['scientist', 'cover', 'roulette', 'stock', 'strike', 'ray', 'ghost', 'pass', 'wind', 'charge', 'millionaire', 'beat', 'center']"
"['club', 'millionaire']",golf,"green: ['slip', 'scientist', 'cover', 'stock', 'part', 'strike', 'wind', 'round', 'club'], black: ['date', 'ray', 'contract'], tan: ['roulette', 'press', 'revolution', 'fall', 'novel', 'ghost', 'pass', 'capital', 'charge', 'cold', 'millionaire', 'beat', 'center']"
"['scientist', 'round']",researcher,"green: ['scientist', 'cover', 'stock', 'part', 'strike', 'wind', 'round'], black: ['date', 'ray', 'contract'], tan: ['roulette', 'press', 'revolution', 'fall', 'novel', 'ghost', 'pass', 'capital', 'charge', 'cold', 'beat', 'center']"
"['cover', 'charge']",shield,"green: ['cover', 'stock', 'part', 'strike', 'wind'], black: ['date', 'ray', 'contract'], tan: ['roulette', 'press', 'revolution', 'fall', 'novel', 'ghost', 'pass', 'capital', 'charge', 'cold', 'beat', 'center']"
"['strike', 'pass']",pitcher,"green: ['stock', 'part', 'strike', 'wind'], black: ['date', 'ray', 'contract'], tan: ['roulette', 'press', 'revolution', 'fall', 'novel', 'ghost', 'pass', 'capital', 'cold', 'beat', 'center']"
"['centaur', 'link']",horse,"green: ['vacuum', 'soul', 'capital', 'undertaker', 'centaur', 'spy', 'fair', 'pass'], black: ['cast', 'millionaire', 'link'], tan: ['poison', 'spring', 'ninja', 'cold', 'ghost', 'agent', 'luck', 'slip', 'drop', 'king', 'day', 'check', 'air']"
"['luck', 'spring']",clover,"green: ['undertaker', 'date', 'spring', 'luck', 'superhero', 'pass', 'match'], black: ['day', 'millionaire', 'press'], tan: ['fighter', 'racket', 'plot', 'cold', 'light', 'stock', 'compound', 'cast', 'fall', 'vacuum', 'mine', 'grace', 'revolution']"
"['match', 'stock']",tinder,"green: ['date', 'pass', 'match'], black: ['day', 'millionaire', 'press'], tan: ['fighter', 'racket', 'plot', 'cold', 'light', 'stock', 'compound', 'cast', 'fall', 'vacuum', 'mine', 'grace', 'revolution']"
"['date', 'pass']",time,"green: ['date', 'pass'], black: ['day', 'millionaire', 'press'], tan: ['fighter', 'racket', 'plot', 'cold', 'light', 'compound', 'cast', 'fall', 'vacuum', 'mine', 'grace', 'revolution']"
"['day', 'light']",sun,"green: ['day', 'cold', 'light', 'undertaker', 'stock', 'fall', 'match', 'alien', 'revolution'], black: ['mine', 'press', 'witch'], tan: ['fighter', 'racket', 'plot', 'compound', 'date', 'spring', 'millionaire', 'cast', 'vacuum', 'luck', 'superhero', 'grace', 'pass']"
"['fall', 'cold']",autumn,"green: ['cold', 'undertaker', 'stock', 'fall', 'match', 'revolution'], black: ['mine', 'press', 'witch'], tan: ['fighter', 'racket', 'plot', 'compound', 'date', 'spring', 'millionaire', 'cast', 'vacuum', 'luck', 'superhero', 'grace', 'pass']"
"['match', 'play']",game,"green: ['poison', 'fair', 'genius', 'match', 'play', 'force', 'switch', 'drop', 'lap'], black: ['light', 'change', 'sub'], tan: ['cast', 'revolution', 'draft', 'point', 'cycle', 'trip', 'mass', 'vacuum', 'life', 'state', 'luck', 'conductor', 'leprechaun']"
"['stock', 'bond']",investments,"green: ['field', 'well', 'wake', 'stock', 'link', 'racket', 'green', 'pass', 'millionaire'], black: ['agent', 'fighter', 'ray'], tan: ['sub', 'date', 'mount', 'witch', 'roulette', 'poison', 'opera', 'death', 'soul', 'bond', 'part', 'crash', 'undertaker']"
"['millionaire', 'undertaker']",welathy,"green: ['sub', 'roulette', 'poison', 'wake', 'opera', 'fighter', 'part', 'millionaire'], black: ['well', 'agent', 'crash'], tan: ['field', 'date', 'mount', 'witch', 'soul', 'link', 'racket', 'green', 'bond', 'pass', 'ray', 'undertaker']"
"['pitch', 'lap']",baseball,"green: ['poison', 'king', 'light', 'racket', 'spring', 'pitch', 'soul', 'roulette', 'unicorn'], black: ['trip', 'check', 'fall'], tan: ['change', 'revolution', 'part', 'cast', 'ninja', 'angel', 'wake', 'degree', 'force', 'ray', 'death', 'plot', 'lap']"
"['spring', 'king']",vernal,"green: ['king', 'spring'], black: ['trip', 'check', 'fall'], tan: ['change', 'part', 'cast', 'ninja', 'angel', 'wake', 'degree', 'force', 'ray', 'death', 'plot']"
"['plot', 'cast']",drama,"green: ['cast', 'poison', 'angel', 'degree', 'racket', 'ray', 'plot', 'soul', 'fall'], black: ['force', 'check', 'roulette'], tan: ['trip', 'change', 'revolution', 'part', 'ninja', 'king', 'wake', 'light', 'spring', 'death', 'pitch', 'lap', 'unicorn']"
"['angel', 'soul']",spiritual,"green: ['poison', 'angel', 'degree', 'racket', 'ray', 'soul', 'fall'], black: ['force', 'check', 'roulette'], tan: ['trip', 'change', 'revolution', 'part', 'ninja', 'king', 'wake', 'light', 'spring', 'death', 'pitch', 'lap', 'unicorn']"
"['ray', 'poison']",sun,"green: ['poison', 'ray'], black: ['force', 'check', 'roulette'], tan: ['trip', 'change', 'revolution', 'part', 'ninja', 'king', 'wake', 'light', 'spring', 'pitch', 'lap', 'unicorn']"
"['light', 'day']",bright,"green: ['life', 'scientist', 'day', 'fall', 'soul', 'ghost', 'light', 'lead', 'club'], black: ['link', 'pitch', 'agent'], tan: ['beat', 'revolution', 'check', 'trip', 'cover', 'wind', 'press', 'mine', 'play', 'state', 'mount', 'contract', 'center']"
"['soul', 'ghost']",spirit,"green: ['soul', 'ghost', 'lead', 'club'], black: ['link', 'pitch', 'agent'], tan: ['beat', 'revolution', 'check', 'trip', 'cover', 'wind', 'press', 'mine', 'play', 'state', 'mount', 'contract', 'center']"
"['fall', 'wind']",season,"green: ['check', 'cover', 'press', 'fall', 'play', 'center', 'club', 'agent'], black: ['link', 'ghost', 'mount'], tan: ['life', 'beat', 'revolution', 'trip', 'wind', 'day', 'soul', 'mine', 'state', 'light', 'contract', 'lead', 'pitch']"
"['play', 'club', 'center']",sport,"green: ['check', 'cover', 'press', 'play', 'center', 'club', 'agent'], black: ['link', 'ghost', 'mount'], tan: ['life', 'beat', 'revolution', 'trip', 'day', 'soul', 'mine', 'state', 'light', 'contract', 'lead', 'pitch']"
"['revolution', 'king']",war,"green: ['revolution', 'plot', 'fall', 'ghost', 'center', 'roulette', 'date', 'grace', 'scientist'], black: ['contract', 'leprechaun', 'cold'], tan: ['life', 'spell', 'alien', 'comic', 'king', 'well', 'day', 'bond', 'green', 'state', 'switch', 'wind', 'unicorn']"
"['unicorn', 'alien']",fake,"green: ['life', 'alien', 'comic', 'leprechaun', 'roulette', 'date', 'switch', 'scientist', 'unicorn'], black: ['fall', 'state', 'cold'], tan: ['spell', 'contract', 'revolution', 'plot', 'ghost', 'center', 'king', 'well', 'grace', 'day', 'bond', 'green', 'wind']"
"['scientist', 'well']",cure,"green: ['life', 'comic', 'leprechaun', 'roulette', 'date', 'switch', 'scientist'], black: ['fall', 'state', 'cold'], tan: ['spell', 'contract', 'revolution', 'plot', 'ghost', 'center', 'king', 'well', 'grace', 'day', 'bond', 'green', 'wind']"
"['roulette', 'green']",gamble,"green: ['life', 'comic', 'leprechaun', 'roulette', 'date', 'switch'], black: ['fall', 'state', 'cold'], tan: ['spell', 'contract', 'revolution', 'plot', 'ghost', 'center', 'king', 'grace', 'day', 'bond', 'green', 'wind']"
"['life', 'cold']",gold,"green: ['life', 'comic', 'leprechaun', 'date', 'switch'], black: ['fall', 'state', 'cold'], tan: ['spell', 'contract', 'revolution', 'plot', 'ghost', 'center', 'king', 'grace', 'day', 'bond', 'wind']"
"['contract', 'comic', 'ninja']",x,"green: ['ray'], black: ['match', 'capital', 'stock'], tan: ['field', 'ninja', 'comic', 'contract', 'disease', 'wake', 'switch', 'undertaker', 'king', 'space', 'opera']"
"['sound', 'beat']",music,"green: ['ray', 'change', 'sound', 'grace', 'press', 'king', 'play', 'scientist', 'pitch'], black: ['stock', 'switch', 'unicorn'], tan: ['boom', 'alien', 'check', 'fair', 'point', 'mount', 'beat', 'ghost', 'cast', 'spot', 'capital', 'green', 'fall']"
"['grace', 'king', 'play']",royal,"green: ['ray', 'change', 'grace', 'press', 'king', 'play', 'scientist', 'pitch'], black: ['stock', 'switch', 'unicorn'], tan: ['boom', 'alien', 'check', 'fair', 'point', 'mount', 'ghost', 'cast', 'spot', 'capital', 'green', 'fall']"
"['scientist', 'alien']",laboratory,"green: ['change', 'press', 'scientist', 'pitch'], black: ['stock', 'switch', 'unicorn'], tan: ['boom', 'alien', 'check', 'fair', 'point', 'mount', 'ghost', 'cast', 'spot', 'capital', 'green', 'fall']"
"['check', 'point']",blank,"green: ['ray', 'alien', 'change', 'check', 'point', 'press', 'unicorn', 'cast', 'spot'], black: ['stock', 'grace', 'ghost'], tan: ['boom', 'sound', 'fair', 'mount', 'beat', 'king', 'play', 'switch', 'capital', 'scientist', 'pitch', 'green', 'fall']"
"['ray', 'switch']",light,"green: ['ray', 'alien', 'change', 'press', 'unicorn', 'cast', 'spot'], black: ['stock', 'grace', 'ghost'], tan: ['boom', 'sound', 'fair', 'mount', 'beat', 'king', 'play', 'switch', 'capital', 'scientist', 'pitch', 'green', 'fall']"
"['unicorn', 'ghost']",folklore,"green: ['alien', 'change', 'press', 'unicorn', 'cast', 'spot'], black: ['stock', 'grace', 'ghost'], tan: ['boom', 'sound', 'fair', 'mount', 'beat', 'king', 'play', 'capital', 'scientist', 'pitch', 'green', 'fall']"
"['ray', 'light']",sunray,"green: ['press', 'light', 'undertaker', 'spell', 'alien', 'ray', 'poison'], black: ['unicorn', 'genius', 'lap'], tan: ['cast', 'angel', 'mammoth', 'spot', 'grace', 'opera', 'spring', 'round', 'green', 'mass', 'sub', 'field', 'air']"
"['round', 'sound']",ound,"green: ['spell', 'compound', 'part', 'spot', 'match', 'round', 'space'], black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'sound', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease']"
"['spell', 'space']",s_____,"green: ['spell', 'compound', 'part', 'spot', 'match', 'space'], black: ['witch', 'date', 'time'], tan: ['plot', 'leprechaun', 'point', 'scientist', 'drop', 'fair', 'boom', 'capital', 'figure', 'agent', 'center', 'disease']"
"['cold', 'wind']",weather,"green: ['disease', 'vacuum', 'date', 'comic', 'cold', 'capital', 'revolution', 'fair', 'wind'], black: ['stock', 'drop', 'soul'], tan: ['draft', 'slip', 'fighter', 'mass', 'sound', 'point', 'link', 'part', 'centaur', 'spy', 'unicorn', 'play', 'figure']"
"['fall', 'trip', 'slip']",tumble,"green: ['trip', 'fall', 'contract', 'mammoth', 'poison', 'spot', 'slip', 'light', 'date'], black: ['angel', 'revolution', 'conductor'], tan: ['beat', 'mine', 'row', 'code', 'bond', 'lap', 'air', 'change', 'space', 'king', 'agent', 'time', 'life']"
"['light', 'angel']",illumination,"green: ['contract', 'spot', 'light'], black: ['angel', 'revolution', 'conductor'], tan: ['beat', 'mine', 'row', 'code', 'bond', 'lap', 'air', 'change', 'space', 'king', 'agent', 'time', 'life']"
"['charge', 'change']",fee,"green: ['charge', 'change'], black: ['crash', 'wind', 'ninja'], tan: ['contract', 'match', 'march', 'ghost', 'spot', 'beat', 'mine', 'well', 'trip', 'cycle', 'check', 'cover']"
"['match', 'undertaker']",wresting,"green: ['undertaker', 'march', 'centaur', 'play', 'ghost', 'match', 'spot', 'mammoth', 'roulette'], black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'alien', 'cast', 'comic', 'row', 'date', 'switch', 'crash', 'degree', 'angel', 'cold']"
"['play', 'roulette']",game,"green: ['centaur', 'play', 'ghost', 'spot', 'roulette'], black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'comic', 'row', 'date', 'crash', 'degree', 'angel', 'cold']"
"['centaur', 'angel']",mythical,"green: ['centaur', 'ghost', 'spot'], black: ['stock', 'scientist', 'change'], tan: ['state', 'wake', 'grace', 'comic', 'row', 'date', 'crash', 'degree', 'angel', 'cold']"
"['point', 'round']",game,"green: ['soul', 'stock', 'round', 'comic', 'state', 'point', 'row', 'plot'], black: ['racket', 'alien', 'beat'], tan: ['center', 'lead', 'march', 'figure', 'club', 'spring', 'sound', 'link', 'grace', 'light', 'opera', 'air', 'mass']"
"['comic', 'plot']",story,"green: ['soul', 'stock', 'comic', 'state', 'row', 'plot'], black: ['racket', 'alien', 'beat'], tan: ['center', 'lead', 'march', 'figure', 'club', 'spring', 'sound', 'link', 'grace', 'light', 'opera', 'air', 'mass']"
"['figure', 'lead', 'pitch']",financial,"green: ['lead', 'racket', 'march', 'figure', 'sound', 'pitch', 'link', 'state', 'row'], black: ['alien', 'comic', 'opera'], tan: ['center', 'club', 'spring', 'soul', 'stock', 'grace', 'light', 'round', 'point', 'beat', 'plot', 'air', 'mass']"
"['racket', 'sound']",noise,"green: ['racket', 'march', 'sound', 'link', 'state', 'row'], black: ['alien', 'comic', 'opera'], tan: ['center', 'club', 'spring', 'soul', 'stock', 'grace', 'light', 'round', 'point', 'beat', 'plot', 'air', 'mass']"
"['march', 'row']",calendar,"green: ['march', 'link', 'state', 'row'], black: ['alien', 'comic', 'opera'], tan: ['center', 'club', 'spring', 'soul', 'stock', 'grace', 'light', 'round', 'point', 'beat', 'plot', 'air', 'mass']"
"['conductor', 'agent']",train,"green: ['degree', 'link', 'conductor', 'agent', 'draft', 'light', 'part', 'beat', 'spring'], black: ['millionaire', 'soul', 'spell'], tan: ['disease', 'day', 'contract', 'mass', 'capital', 'code', 'trip', 'embassy', 'wind', 'stock', 'field', 'drop', 'revolution']"
"['light', 'spring']",sun,"green: ['degree', 'link', 'draft', 'light', 'part', 'beat', 'spring'], black: ['millionaire', 'soul', 'spell'], tan: ['disease', 'day', 'contract', 'mass', 'capital', 'code', 'trip', 'embassy', 'wind', 'stock', 'field', 'drop', 'revolution']"
"['draft', 'part']",book,"green: ['degree', 'draft', 'part', 'beat'], black: ['millionaire', 'soul', 'spell'], tan: ['disease', 'day', 'contract', 'mass', 'capital', 'code', 'trip', 'embassy', 'wind', 'stock', 'field', 'drop', 'revolution']"
"['capital', 'revolution']",government,"green: ['disease', 'spell', 'mass', 'degree', 'capital', 'code', 'field', 'spring'], black: ['millionaire', 'day', 'agent'], tan: ['soul', 'contract', 'trip', 'embassy', 'link', 'draft', 'light', 'part', 'beat', 'wind', 'stock', 'drop', 'revolution']"
"['disease', 'mass']",pandemic,"green: ['disease', 'spell', 'mass', 'degree', 'code', 'field'], black: ['millionaire', 'day', 'agent'], tan: ['soul', 'contract', 'trip', 'embassy', 'link', 'draft', 'light', 'part', 'beat', 'wind', 'stock', 'drop']"
"['degree', 'field', 'code']",doctor,"green: ['degree', 'code', 'field'], black: ['millionaire', 'day', 'agent'], tan: ['soul', 'contract', 'trip', 'embassy', 'link', 'draft', 'light', 'part', 'beat', 'wind', 'stock', 'drop']"
"['capital', 'press']",washington,"green: ['conductor', 'figure', 'draft', 'undertaker', 'capital', 'disease', 'boom', 'change', 'trip'], black: ['bond', 'field', 'revolution'], tan: ['pitch', 'mass', 'plot', 'alien', 'date', 'roulette', 'tag', 'strike', 'press', 'force', 'mine', 'compound', 'green']"
